PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,HasCabin,Deck
764,0,3,Mr. Ali Hassan,male,29.843532548220768,1,1,PC 41941,3.7992009134214846,S,0,Unknown
765,1,1,Mrs. Margaret Brown,female,27.411824508686,0,0,PC 24234,15.824922208964164,S,0,Unknown
766,0,3,Mr. Patrick Murphy,male,22.139204320417637,0,2,PC 85172,10.338968300007217,S,0,Unknown
767,0,3,Mr. Patrick Murphy,male,40.0458397413257,0,0,PC 13376,4.691873966033102,S,0,Unknown
768,0,3,Mr. Olaf Dahl,male,11.685950186365526,0,0,PC 40783,13.580776777409683,S,0,Unknown
769,0,2,Mr. Thomas Byles,male,25.598539624234085,0,0,PC 51249,2.597719502467304,Q,0,Unknown
770,0,3,Mr. Olaf Dahl,male,32.34386108591251,0,0,PC 53025,14.577350262161016,S,0,Unknown
771,1,1,Col. John Weir,male,29.73278741909264,0,0,PC 26447,27.979819691455884,C,0,Unknown
772,1,3,Mrs. Anna Sage,female,18.964438081456784,1,0,PC 95865,0.0033286060857153,S,0,Unknown
773,0,1,Major Fortescue,male,29.343990111089028,0,0,PC 26713,11.402704443084758,S,0,Unknown
774,0,2,Mrs. Ethel Beane,female,15.904962269382407,0,0,PC 14858,56.14439975473218,S,1,C
775,1,3,Miss. Dagmar Bryhl,female,57.78157548508596,0,1,PC 61115,27.67504355105291,S,0,Unknown
776,0,1,Col. John Weir,male,29.45532337717336,4,0,PC 95008,22.349278342515326,C,0,Unknown
777,1,1,Mrs. Eleanor Fortune,female,35.10531860153294,0,0,PC 69834,126.56738199869248,S,0,Unknown
778,0,3,Mr. Ali Hassan,male,13.54085754442054,1,1,PC 92060,12.849951293668392,S,0,Unknown
779,1,3,Mrs. Leah Rosen,female,21.284472929726228,0,2,PC 14539,48.45935262067035,S,1,D
780,0,3,Mr. Olaf Dahl,male,36.84106827210435,0,0,PC 73983,6.408519820265131,Q,0,Unknown
781,0,3,Mrs. Anna Sage,female,43.7621457069616,0,0,PC 28857,15.6729253008808,S,0,Unknown
782,0,3,Mrs. Leah Rosen,female,27.826502137492653,0,0,PC 15364,0.89932146331764,S,0,Unknown
783,1,2,Miss. Kate Buss,female,14.203400522024118,2,0,PC 75985,10.445027066023064,S,1,B
784,1,2,Mrs. Ada Clarke,female,35.034443452759525,3,0,PC 69169,68.70711205669375,S,0,Unknown
785,0,1,Mr. William Sloper,male,23.723871237075222,0,1,PC 96366,65.04252297925538,S,0,Unknown
786,0,3,Mr. Mustafa Ozkan,male,12.50276687620251,0,0,PC 31078,4.651261586497875,C,0,Unknown
787,0,3,Mr. Ali Hassan,male,11.225038759899288,2,1,PC 47574,1.7555362425207983,S,0,Unknown
788,1,2,Mr. Thomas Byles,male,20.94840287120445,0,1,PC 10869,25.167135503506906,S,0,Unknown
789,0,3,Mrs. Bridget OBrien,female,44.42377903006185,0,2,PC 72624,14.182679225270418,S,1,C
790,1,3,Mr. Mustafa Ozkan,male,46.63001219136049,0,0,PC 50075,6.415806051832609,S,0,Unknown
791,1,1,Miss. Charlotte Cardeza,female,31.829849006451955,0,2,PC 13659,228.22851785115293,S,0,Unknown
792,0,3,Mr. Olaf Dahl,male,29.843532548220768,0,0,PC 46370,0.3076061780316291,Q,0,Unknown
793,0,3,Mrs. Bridget OBrien,female,23.516177569306585,0,0,PC 68185,4.959522374445719,C,0,Unknown
794,0,3,Mr. Mustafa Ozkan,male,29.843532548220768,0,0,PC 89921,34.786867201615166,C,0,Unknown
795,0,1,Miss. Charlotte Cardeza,female,44.886778644202366,0,0,PC 53751,32.51128208723341,C,0,Unknown
796,1,3,Mrs. Bridget OBrien,female,33.48852162886154,0,0,PC 72758,3.982458087116208,S,0,Unknown
797,0,3,Mr. Ali Hassan,male,18.576747429395603,0,0,PC 94873,10.467385530234356,S,0,Unknown
798,0,3,Mr. Olaf Dahl,male,49.7393823097308,1,0,PC 15131,23.78519330854341,S,1,C
799,0,3,Mrs. Leah Rosen,female,15.419071199936267,0,0,PC 11358,1.4914236936040897,S,0,Unknown
800,1,3,Mr. Patrick Murphy,male,45.57610011429578,0,0,PC 67371,39.25142343870523,S,0,Unknown
801,0,3,Mr. Ali Hassan,male,11.012101207938596,2,0,PC 92307,21.71588206986601,S,0,Unknown
802,0,1,Dr. Arthur Jackson,male,76.2646147989992,1,1,PC 89139,16.79805154916759,S,1,E
803,0,3,Mr. Olaf Dahl,male,13.827299842894725,0,0,PC 26246,17.054067459200972,C,0,Unknown
804,0,3,Mr. Johan Larsson,male,46.69668920886176,0,0,PC 27216,6.65910277198598,C,0,Unknown
805,0,2,Mr. George Harris,male,20.66474857150121,1,0,PC 51209,10.65340857716569,Q,0,Unknown
806,0,3,Mr. Patrick Murphy,male,36.749224880698605,1,0,PC 52987,20.949980422996312,S,0,Unknown
807,0,3,Mr. Ali Hassan,male,57.96007452685781,3,0,PC 30577,45.08722352434494,S,0,Unknown
808,1,3,Mrs. Leah Rosen,female,24.73779760178079,1,0,PC 52320,1.8553308794160224,S,0,Unknown
809,0,3,Mr. Patrick Murphy,male,73.06451997084524,0,2,PC 21301,7.477657027158441,S,0,Unknown
810,1,1,Mrs. Margaret Brown,female,27.411824508686,0,0,PC 85051,55.0820670654887,S,0,Unknown
811,0,3,Mr. Johan Larsson,male,12.908852757761862,0,0,PC 10891,6.467834967678867,S,0,Unknown
812,0,3,Mr. Olaf Dahl,male,27.97749811635444,0,0,PC 31972,6.1825711405885455,S,0,Unknown
813,0,1,Col. John Weir,male,25.148882588616928,0,1,PC 60457,4.509474605548793,S,0,Unknown
814,0,3,Mr. Patrick Murphy,male,28.83996302336593,0,0,PC 64435,15.849447940607478,S,0,Unknown
815,0,3,Mr. Mustafa Ozkan,male,23.587042297982773,0,0,PC 30932,7.851213425941204,S,1,B
816,0,3,Mr. Johan Larsson,male,17.964211167558886,1,0,PC 14192,2.968199373537262,S,0,Unknown
817,0,3,Mr. Patrick Murphy,male,27.2060849668124,0,0,PC 26128,23.194122134815256,S,0,Unknown
818,0,2,Mr. Charles Aldworth,male,36.20159178204907,0,0,PC 32836,33.58211357993247,S,1,E
819,1,1,Miss. Bishop,female,6.436127917819763,0,0,PC 34837,55.968715008298126,S,0,Unknown
820,0,2,Mr. Charles Aldworth,male,41.97204196054736,0,0,PC 32778,7.337405805039066,S,0,Unknown
821,0,3,Mr. Johan Larsson,male,29.843532548220768,1,0,PC 53130,13.924231305505016,C,0,Unknown
822,1,1,Miss. Bishop,female,53.45366617503032,1,0,PC 26708,28.550849396692296,C,0,Unknown
823,0,2,Mr. Henry Reg,male,22.689510812939588,5,0,PC 34232,5.5723959063990005,S,0,Unknown
824,0,2,Mr. Henry Reg,male,21.21905787125371,0,0,PC 67266,27.142694185028613,S,0,Unknown
825,0,3,Mrs. Anna Sage,female,27.826502137492653,0,0,PC 49412,0.5639035531964243,S,0,Unknown
826,0,3,Mr. Mustafa Ozkan,male,35.33399756895205,0,2,PC 14782,1.3640341280063568,S,0,Unknown
827,1,2,Miss. Nora Keane,female,10.315798020475157,0,1,PC 71196,0.1409942924404842,S,0,Unknown
828,1,2,Miss. Nora Keane,female,19.61398607087548,1,0,PC 36315,3.4359414652687104,S,0,Unknown
829,0,3,Mr. Johan Larsson,male,30.67332378846826,1,0,PC 20052,0.9793481987276392,S,1,A
830,0,3,Mr. Patrick Murphy,male,29.843532548220768,1,0,PC 29521,74.98331497608308,S,0,Unknown
831,0,1,Col. John Weir,male,29.2377944820834,0,0,PC 79434,28.628511523611618,S,1,E
832,0,3,Mr. Ali Hassan,male,49.14899259296251,1,0,PC 92755,2.214716497711162,S,0,Unknown
833,0,1,Major Fortescue,male,46.29484886597354,0,2,PC 79690,23.162879999448357,C,0,Unknown
834,1,1,Mrs. Eleanor Fortune,female,27.411824508686,1,0,PC 45546,228.22851785115293,S,0,Unknown
835,0,3,Mr. Johan Larsson,male,43.054317719144414,0,0,PC 89345,10.059951494157678,S,0,Unknown
836,0,2,Mr. George Harris,male,34.68889904618008,0,0,PC 35972,9.394567873116944,Q,0,Unknown
837,1,3,Miss. Mary Kelly,female,30.658654807271795,0,0,PC 88059,28.31317758913941,Q,0,Unknown
838,1,2,Mrs. Ethel Beane,female,29.930379863891222,2,0,PC 74385,10.401972304409806,S,0,Unknown
839,0,3,Mr. Mustafa Ozkan,male,23.542982279192824,0,0,PC 32030,5.589341420223413,S,0,Unknown
840,1,3,Mr. Olaf Dahl,male,24.565266378632582,0,0,PC 50376,3.182350961923019,S,0,Unknown
841,0,1,Dr. Arthur Jackson,male,34.260255979791765,1,1,PC 95641,39.85704155311354,S,1,D
842,1,3,Mr. Ali Hassan,male,28.00241951988169,0,0,PC 99831,5.2169378430845486,C,0,Unknown
843,0,1,Major Fortescue,male,45.71807266334025,0,2,PC 87400,95.00773373986364,Q,0,Unknown
844,1,3,Mr. Johan Larsson,male,39.56780275190527,0,1,PC 88412,4.6840675612604175,S,1,A
845,1,1,Lady Duff-Gordon,female,27.411824508686,0,0,PC 28055,72.31185571922013,S,0,Unknown
846,0,2,Mr. Henry Reg,male,35.899112950825995,1,1,PC 97508,1.4109822230903122,S,0,Unknown
847,0,1,Dr. Arthur Jackson,male,29.343990111089028,1,0,PC 35493,17.8343634551299,S,0,Unknown
848,0,3,Mr. Olaf Dahl,male,39.05299816730519,0,2,PC 84861,7.168450192728154,C,0,Unknown
849,0,3,Mr. Patrick Murphy,male,44.01090388115989,4,0,PC 46775,37.86427075139675,C,0,Unknown
850,1,3,Mrs. Leah Rosen,female,33.24838059016281,0,0,PC 61057,6.48850239452654,S,1,G
851,1,1,Mrs. Eleanor Fortune,female,27.411824508686,0,0,PC 95909,91.63263834173055,S,0,Unknown
852,0,3,Mrs. Bridget OBrien,female,28.288783040020945,0,0,PC 46253,4.034487580092996,S,1,D
853,1,1,Col. John Weir,male,13.01210109710183,0,4,PC 96717,11.412087483937912,S,0,Unknown
854,0,3,Mr. Ali Hassan,male,29.843532548220768,0,0,PC 61884,0.826381340317504,C,1,C
855,1,1,Capt. Edward Smith,male,29.343990111089028,2,0,PC 86497,30.612840082393323,S,0,Unknown
856,1,1,Mr. William Sloper,male,29.343990111089028,1,0,PC 27705,14.412112239210192,S,0,Unknown
857,1,1,Col. John Weir,male,20.515030702894222,0,2,PC 54676,16.058544975571543,S,0,Unknown
858,1,3,Mrs. Leah Rosen,female,49.234132709502674,0,0,PC 89045,19.59490663630236,C,1,F
859,0,3,Mr. Patrick Murphy,male,19.946489642699348,1,0,PC 17101,0.218718217865509,S,0,Unknown
860,0,1,Col. John Weir,male,29.343990111089028,2,0,PC 72495,68.54533638651998,C,0,Unknown
861,0,3,Mr. Ali Hassan,male,15.521727203865712,1,0,PC 14743,6.537193888294026,C,0,Unknown
862,0,3,Mr. Olaf Dahl,male,24.38311329000681,0,0,PC 18951,9.676772267849389,Q,0,Unknown
863,0,3,Mr. Olaf Dahl,male,22.5177169146252,1,0,PC 17014,11.33584149997543,S,0,Unknown
864,1,2,Miss. Kate Buss,female,23.388334771176915,0,0,PC 46180,7.782296395122325,S,0,Unknown
865,0,2,Miss. Kate Buss,female,29.930379863891222,0,0,PC 66977,7.239036323820708,S,0,Unknown
866,1,3,Mrs. Bridget OBrien,female,27.826502137492653,0,0,PC 69534,18.11157546962287,S,0,Unknown
867,0,1,Capt. Edward Smith,male,29.343990111089028,0,0,PC 73209,172.2077597424158,S,0,Unknown
868,0,1,Major Fortescue,male,15.720084280882697,0,0,PC 51908,17.968719033169638,S,0,Unknown
869,0,3,Mr. Mustafa Ozkan,male,29.843532548220768,0,1,PC 60918,1.40723917634761,S,0,Unknown
870,0,3,Mr. Olaf Dahl,male,16.50956011940619,0,2,PC 18219,31.24672119130305,C,0,Unknown
871,1,2,Mrs. Esther Hart,female,28.378910683436292,1,0,PC 17163,8.913877550017615,S,0,Unknown
872,0,2,Mr. Charles Aldworth,male,26.362285312121884,0,0,PC 12470,16.589798159962974,S,0,Unknown
873,0,3,Mr. Mustafa Ozkan,male,32.65153927360812,0,0,PC 26543,6.104357232235752,C,1,C
874,0,2,Rev. Robert Bateman,male,39.97843673021934,0,0,PC 29276,2.7830895205717083,C,0,Unknown
875,1,1,Capt. Edward Smith,male,22.830370078745176,3,0,PC 46881,74.75742222787851,C,0,Unknown
876,1,1,Mrs. Eleanor Fortune,female,27.411824508686,0,0,PC 88950,62.55791211285398,C,0,Unknown
877,0,3,Mr. Johan Larsson,male,45.72907432158013,0,0,PC 17749,3.1084275090483326,Q,0,Unknown
878,0,3,Mr. Patrick Murphy,male,25.44153428266804,0,2,PC 34182,8.23700239829146,S,0,Unknown
879,0,1,Col. John Weir,male,58.54859840208458,1,0,PC 87450,133.92042152694682,S,0,Unknown
880,1,1,Mr. William Sloper,male,32.62623592238395,8,0,PC 90543,74.98158658857915,S,1,G
881,1,1,Mrs. Eleanor Fortune,female,23.88855340748376,0,0,PC 31383,8.563058794102288,S,1,D
882,1,3,Miss. Dagmar Bryhl,female,29.19747870061936,0,0,PC 88578,10.879453049156597,S,0,Unknown
883,1,1,Miss. Charlotte Cardeza,female,58.54898967373029,1,0,PC 35412,101.90396000304268,S,0,Unknown
884,1,1,Lady Duff-Gordon,female,33.20253224738331,0,0,PC 23181,132.18279386860672,S,0,Unknown
885,0,3,Mr. Ali Hassan,male,29.843532548220768,0,0,PC 54898,13.58862160502868,S,0,Unknown
886,1,1,Miss. Charlotte Cardeza,female,34.58988466377294,0,0,PC 69630,13.914690885563592,S,0,Unknown
887,0,3,Mr. Johan Larsson,male,41.9910296852139,0,2,PC 13405,16.9670664761596,C,1,G
888,0,1,Major Fortescue,male,32.95057923831493,0,0,PC 20862,95.01759650928147,S,1,D
889,1,1,Miss. Charlotte Cardeza,female,36.646578784950215,0,0,PC 64679,2.0773341380171315,C,0,Unknown
890,0,2,Mr. Henry Reg,male,28.95323621462884,1,0,PC 38688,10.983405228170827,S,0,Unknown
891,1,3,Miss. Dagmar Bryhl,female,27.826502137492653,2,0,PC 58017,5.547001817156528,Q,0,Unknown
