PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
861,0,3,Mr. Ali Hassan,male,15.521727203865712,1,0,PC 14743,6.537193888294026,,C
862,0,3,Mr. Olaf Dahl,male,24.38311329000681,0,0,PC 18951,9.676772267849387,,Q
863,0,3,Mr. Olaf Dahl,male,22.517716914625197,1,0,PC 17014,11.33584149997543,,S
864,1,2,Miss. Kate Buss,female,23.388334771176915,0,0,PC 46180,7.782296395122325,,S
865,0,2,Miss. Kate Buss,female,,0,0,PC 66977,7.2390363238207085,,S
866,1,3,Mrs. Bridget OBrien,female,,0,0,PC 69534,18.11157546962287,,S
867,0,1,Capt. Edward Smith,male,,0,0,PC 73209,172.2077597424158,,S
868,0,1,Major Fortescue,male,15.720084280882695,0,0,PC 51908,17.968719033169638,,S
869,0,3,Mr. Mustafa Ozkan,male,,0,1,PC 60918,1.40723917634761,,S
870,0,3,Mr. Olaf Dahl,male,16.50956011940619,0,2,PC 18219,31.24672119130305,,C
871,1,2,Mrs. Esther Hart,female,28.378910683436295,1,0,PC 17163,8.913877550017615,,S
872,0,2,Mr. Charles Aldworth,male,26.362285312121884,0,0,PC 12470,16.589798159962974,,S
873,0,3,Mr. Mustafa Ozkan,male,32.65153927360812,0,0,PC 26543,6.104357232235752,C54,C
874,0,2,Rev. Robert Bateman,male,39.97843673021934,0,0,PC 29276,2.7830895205717083,,C
875,1,1,Capt. Edward Smith,male,22.830370078745176,3,0,PC 46881,74.75742222787851,,C
876,1,1,Mrs. Eleanor Fortune,female,,0,0,PC 88950,62.55791211285398,,C
877,0,3,Mr. Johan Larsson,male,45.72907432158013,0,0,PC 17749,3.1084275090483326,,Q
878,0,3,Mr. Patrick Murphy,male,25.44153428266804,0,2,PC 34182,8.23700239829146,,S
879,0,1,Col. John Weir,male,58.54859840208458,1,0,PC 87450,133.92042152694682,,S
880,1,1,Mr. William Sloper,male,32.62623592238395,8,0,PC 90543,74.98158658857915,G5,S
881,1,1,Mrs. Eleanor Fortune,female,23.888553407483762,0,0,PC 31383,8.563058794102288,D49,S
882,1,3,Miss. Dagmar Bryhl,female,29.197478700619357,0,0,PC 88578,10.879453049156595,,S
883,1,1,Miss. Charlotte Cardeza,female,58.54898967373029,1,0,PC 35412,101.90396000304267,,S
884,1,1,Lady Duff-Gordon,female,33.20253224738331,0,0,PC 23181,132.18279386860672,,S
885,0,3,Mr. Ali Hassan,male,,0,0,PC 54898,13.588621605028681,,S
886,1,1,Miss. Charlotte Cardeza,female,34.58988466377294,0,0,PC 69630,13.914690885563592,,S
887,0,3,Mr. Johan Larsson,male,41.9910296852139,0,2,PC 13405,16.9670664761596,G50,C
888,0,1,Major Fortescue,male,32.95057923831493,0,0,PC 20862,95.01759650928147,D109,S
889,1,1,Miss. Charlotte Cardeza,female,36.646578784950215,0,0,PC 64679,2.0773341380171315,,C
890,0,2,Mr. Henry Reg,male,28.953236214628838,1,0,PC 38688,10.983405228170827,,S
891,1,3,Miss. Dagmar Bryhl,female,,2,0,PC 58017,5.547001817156528,,Q
